//Index   Group   Rank   MinLevel   MaxLevel   MainValue1   MainValue2   MainValue3   MainValue4   MainValue5   MainValue6   MainValue7   MainValue8   MainValue9   MainValue10   MainValue11   MainValue12   MainValue13   MainValue14   MainValue15   MainValue16   MainValue17   MainValue18   MainValue19   MainValue20   RelatedSkill   ReplaceSkill   RequireSkill   RequireSkill   DW      DK      FE      MG      DL      SU      RF
416       2       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         52             52             0              0	          0       0       45      0       0       0       0
417       2       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         27             27             0              0	          0       0       46      0       0       0       0
418       2       3      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          24             414            414            0	          0       0       47      0       0       0       0
419       2       3      1          20         60.02	    100.90	 138.79	      173.98	   206.56	236.64	     264.31	  289.68       312.84	    333.90	  352.96	370.11	      385.45	    399.10	  411.14	421.68	      430.81	    438.64	  445.27	450.80        0              0              415            0	          0       0       48      0       0       0       0
420       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         28             28             0              0	          0       0       49      0       0       0       0
421       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       51      0       0       0       0
422       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         28             420            420            0	          0       0       53      0       0       0       0
423       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         27             417            417            0	          0       0       54      0       0       0       0
424       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         51             51             0              0	          0       0       55      0       0       0       0
425       2       6      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          425            0              423            0              0       0       58      0       0       0       0
426       2       7      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          426            0              0              0              0       0       61      0       0       0       0
427       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          427            0              0              0              0       0       67      0       0       0       0
428       2       7      1          20         60.02	    100.90	 138.79	      173.98	   206.56	236.64	     264.31	  289.68       312.84	    333.90	  352.96	370.11	      385.45	    399.10	  411.14	421.68	      430.81	    438.64	  445.27	450.80        0              0              0              0              0       0       64      0       0       0       0
429       2       8      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         426            426            426            0              0       0       65      0       0       0       0
430       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          430            0              0              0              0       0       66      0       0       0       0
431       2       7      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          235            411            411            0              0       0       63      0       0       0       0
432       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          432            0              428            0              0       0       68      0       0       0       0
433       2       9      1          20         8.03	    14.54	 20.61	      26.24	   31.45	36.26	     40.69	  44.75	       48.45	    51.82	  54.87	        57.62	      60.07	    62.26	  64.18	        65.87	      67.33	    68.58	  69.64	        70.53         0              0              430            0              0       0       70      0       0       0       0
434       2       9      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         427            427            427            0              0       0       71      0       0       0       0
435       3       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       77      0       0       0       0
436       3       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       78      0       0       0       0
437       3       2      1          20         8.03	    14.54	 20.61	      26.24	   31.45	36.26	     40.69	  44.75	       48.45	    51.82	  54.87	        57.62	      60.07	    62.26	  64.18	        65.87	      67.33	    68.58	  69.64	        70.53         0              0              0              0	          0       0       79      0       0       0       0
438       3       3      1          10         1.00         2.00         3.00         4.00         5.00         6.00         7.00         8.00         9.00         10.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0              0              435            0	          0       0       81      0       0       0       0
439       3       3      1          20         11.54	    19.68	 27.26	      34.30	   40.81	46.83	     52.36	  57.44	       62.07	    66.28	  70.09	        73.52	      76.59	    79.32	  81.73	        83.84	      85.66	    87.23	  88.55	        89.66         0              0              436            0	          0       0       82      0       0       0       0
440       3       3      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              437            0	          0       0       83      0       0       0       0
441       3       5      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          77             77             0              0	          0       0       89      0       0       0       0
442       3       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       90      0       0       0       0
443       3       6      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              442            0              0       0       94      0       0       0       0
446       1       8      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       30      0
447       1       9      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              446            0              0       0       0       0       0       34      0
448       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       0       0       0       41      0
449       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       0       0       0       42      0
450       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       0       0       0       43      0
451       2       3      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         0              0              448            0	          0       0       0       0       0       45      0
452       2       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              449            0	          0       0       0       0       0       46      0
453       2       3      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         0              0              450            0	          0       0       0       0       0       47      0
454       2       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          219            219            0              0	          0       0       0       0       0       48      0
455       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         215            215            0              0	          0       0       0       0       0       49      0
456       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         230            230            0              0	          0       0       0       0       0       50      0
457       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       0       0       53      0
458       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         214            214            0              0	          0       0       0       0       0       55      0
459       2       7      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         221            221            0              0              0       0       0       0       0       61      0
460       2       6      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         222            222            0              0              0       0       0       0       0       58      0
461       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          461            0              459            460            0       0       0       0       0       66      0
462       2       7      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         214            458            458            0              0       0       0       0       0       63      0
463       2       9      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          461            461            461            0              0       0       0       0       0       70      0
465       3       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       0       0       77      0
466       3       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       0       0       0       78      0
467       3       3      1          20         11.54	    19.68	 27.26	      34.30	   40.81	46.83	     52.36	  57.44	       62.07	    66.28	  70.09	        73.52	      76.59	    79.32	  81.73	        83.84	      85.66	    87.23	  88.55	        89.66         0              0              465            0              0       0       0       0       0       81      0
468       3       3      1          10         1.00         2.00         3.00         4.00         5.00         6.00         7.00         8.00         9.00         10.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0              0              466            0	          0       0       0       0       0       82      0
469       3       4      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         218            218            0              0	          0       0       0       0       0       85      0
470       3       5      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         218            469            469            0	          0       0       0       0       0       89      0
471       3       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0 	          0       0       0       0       0       90      0     
472       3       6      1          20         8.03	    14.54	 20.61	      26.24	   31.45	36.26	     40.69	  44.75	       48.45	    51.82	  54.87	        57.62	      60.07	    62.26	  64.18	        65.87	      67.33	    68.58	  69.64	        70.53         218            470            470            0              0       0       0       0       0       93      0
473       3       6      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              471            0              0       0       0       0       0       94      0
476       1       8      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       30      0       0       0
478       1       9      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              476            0              0       0       0       34      0       0       0
479       2       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         22             22             0              0	          0       0       0       41      0       0       0
480       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         3              3              0              0	          0       0       0       42      0       0       0
481       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         41             41             0              0	          0       0       0       43      0       0       0
482       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         56             56             0              0	          0       0       0       44      0       0       0
483       2       3      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         5              5              0              0	          0       0       0       45      0       0       0
484       2       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         13             13             480            0	          0       0       0       46      0       0       0
485       2       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              481            482	          0       0       0       48      0       0       0
486       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         14             14             483            0	          0       0       0       49      0       0       0
487       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         9              9              0              0	          0       0       0       50      0       0       0
488       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       51      0       0       0
489       2       5      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         7              7              0              0	          0       0       0       55      0       0       0
490       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         55             55             0              0	          0       0       0       54      0       0       0
491       2       6      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          7              489            489            0              0       0       0       59      0       0       0
492       2       6      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         236            236            0              0              0       0       0       57      0       0       0
493       2       7      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         55             490            490            0              0       0       0       62      0       0       0
494       2       7      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         236            492            492            0              0       0       0       61      0       0       0
495       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          495            0              0              0              66      0       0       67      0       0       0
496       2       7      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         237            237            0              0              0       0       0       63      0       0       0
497       2       9      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         495            495            495            0              70      0       0       71      0       0       0
505       1       8      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       30      0       0
506       1       8      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       31      0       0
507       1       9      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              505            0              0       0       0       0       34      0       0
508       2       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         61             61             0              0	          0       0       0       0       41      0       0
509       2       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         60             60             0              0	          0       0       0       0       42      0       0
510       2       2      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0	          0       0       0       0       43      0       0
511       2       3      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         64             64             0              0	          0       0       0       0       46      0       0
512       2       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         62             62             510            0	          0       0       0       0       47      0       0
513       2       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       0       48      0       0
514       2       4      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          61             508            508            0	          0       0       0       0       49      0       0
515       2       4      1          20         8.03	    14.54	 20.61	      26.24	   31.45	36.26	     40.69	  44.75	       48.45	    51.82	  54.87	        57.62	      60.07	    62.26	  64.18	        65.87	      67.33	    68.58	  69.64	        70.53         64             511            511            0	          0       0       0       0       50      0       0
516       2       4      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          62             512            512            0	          0       0       0       0       51      0       0
517       2       5      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         64             515            515            0	          0       0       0       0       54      0       0
518       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         78             78             0              0	          0       0       0       0       55      0       0
519       2       6      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         65             65             0              0              0       0       0       0       57      0       0
520       2       6      1          20         11.54	    19.68	 27.26	      34.30	   40.81	46.83	     52.36	  57.44	       62.07	    66.28	  70.09	        73.52	      76.59	    79.32	  81.73	        83.84	      85.66	    87.23	  88.55	        89.66         78             518            518            0              0       0       0       0       59      0       0
521       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          521            0              0              0              0       0       0       0       66      0       0
522       2       7      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          64             517            517            0              0       0       0       0       62      0       0
523       2       7      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         238            238            0              0              0       0       0       0       63      0       0
524       2       9      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         521            521            521            0              0       0       0       0       70      0       0
526       3       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       0       0       77      0       0
527       3       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       0       78      0       0
528       3       2      1          20         8.03	    14.54	 20.61	      26.24	   31.45	36.26	     40.69	  44.75	       48.45	    51.82	  54.87	        57.62	      60.07	    62.26	  64.18	        65.87	      67.33	    68.58	  69.64	        70.53         0              0              0              0	          0       0       0       0       79      0       0
529       3       2      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0	          0       0       0       0       80      0       0
530       3       3      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         0              0              526            0	          0       0       0       0       81      0       0
531       3       3      1          20         11.54	    19.68	 27.26	      34.30	   40.81	46.83	     52.36	  57.44	       62.07	    66.28	  70.09	        73.52	      76.59	    79.32	  81.73	        83.84	      85.66	    87.23	  88.55	        89.66         0              0              527            0	          0       0       0       0       82      0       0
532       3       3      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              528            0	          0       0       0       0       83      0       0
533       3       3      1          20         38.22	    24.82	 19.41	      16.50	   14.68	13.45	     12.57	  11.90	       11.39	    10.99	  10.67	        10.40	      10.19	    10.01	  9.86	        9.74	      9.64	    9.56	  9.49	        9.44          0              0              529            0	          0       0       0       0       84      0       0
534       3       5      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              530            0	          0       0       0       0       89      0       0
535       3       5      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0	          0       0       0       0       90      0       0
536       3       6      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         0              0              0              0              0       0       0       0       93      0       0
